iter	Logloss
0	0.6132933627
1	0.5567237692
2	0.5009719523
3	0.4470363397
4	0.4056750447
5	0.3704926425
6	0.3392057535
7	0.30272859
8	0.2787412611
9	0.2573147654
10	0.2332286359
11	0.2048800635
12	0.1829942271
13	0.1710354952
14	0.1542146971
15	0.14257851
16	0.1297665896
17	0.1172824207
18	0.1073221196
19	0.09722369518
20	0.09190015592
21	0.08396891748
22	0.07990051371
23	0.07254164154
24	0.06648779364
25	0.06126315663
26	0.05871893696
27	0.05410525857
28	0.0502606332
29	0.04669970076
30	0.04318891991
31	0.04022081258
32	0.03750037666
33	0.03504299954
34	0.03279394727
35	0.0318452357
36	0.02988381366
37	0.02825156826
38	0.02669335969
39	0.02517594404
40	0.02445488917
41	0.02339967996
42	0.02215599031
43	0.02100707223
44	0.02007526457
45	0.01896583709
46	0.01843389951
47	0.01755901541
48	0.01669291415
49	0.01594644916
50	0.01534691543
51	0.01467535353
52	0.01415950455
53	0.01359079884
54	0.01313571003
55	0.0127098061
56	0.01228293604
57	0.0119337745
58	0.01185491603
59	0.01150211369
60	0.01146329796
61	0.01105360632
62	0.01102016757
63	0.0109800434
64	0.01096168148
65	0.01070443237
66	0.01039623485
67	0.01037782504
68	0.01008458433
69	0.01003970381
70	0.01002370972
71	0.01000714786
72	0.009984292131
73	0.009691398208
74	0.009656828816
75	0.009393714795
76	0.009380524765
77	0.009331659508
78	0.009027606095
79	0.009016054037
80	0.009005778998
81	0.00899842306
82	0.008990608966
83	0.008975538035
84	0.008956566085
85	0.008924787079
86	0.008894585661
87	0.008565888788
88	0.008538687681
89	0.008296401325
90	0.008274977235
91	0.008030617497
92	0.007878680704
93	0.007878680704
94	0.007878673193
95	0.007869274276
96	0.007854514355
97	0.007845479458
98	0.007833029792
99	0.007833023769
100	0.007601326241
101	0.007601305786
102	0.007569325494
103	0.007555576352
104	0.007548543235
105	0.007548537704
106	0.007548517815
107	0.007337209919
108	0.007337203518
109	0.007337200458
110	0.007337192091
111	0.007337183266
112	0.007337162289
113	0.007321668152
114	0.007308271378
115	0.007308263913
116	0.007123697425
117	0.007115078602
118	0.007102433087
119	0.007087661122
120	0.007087658865
121	0.007065678953
122	0.007065666217
123	0.007047281265
124	0.007030394058
125	0.007030392743
126	0.007018641465
127	0.007018640215
128	0.00700959871
129	0.007009553926
130	0.007009537382
131	0.007009496661
132	0.007009486637
133	0.00700254179
134	0.007002535615
135	0.007002535615
136	0.007002534744
137	0.006986438397
138	0.006969320022
139	0.006969313763
140	0.006969313763
141	0.00696931286
142	0.006969302026
143	0.006950996339
144	0.006938343218
145	0.006938343218
146	0.006938336943
147	0.006924406426
148	0.006924406426
149	0.006917292529
150	0.006917269441
151	0.006722674239
152	0.006722664498
153	0.006722664498
154	0.006722658205
155	0.006722648339
156	0.006722644386
157	0.006722644386
158	0.006722640559
159	0.006722637727
160	0.006722637727
161	0.006696613344
162	0.00669660647
163	0.006689318674
164	0.006667711366
165	0.006457489225
166	0.006457486071
167	0.006440938403
168	0.006440938403
169	0.006440916114
170	0.006440912967
171	0.006427493708
172	0.00642748848
173	0.006422184667
174	0.006422167075
175	0.006422167075
176	0.006422167075
